      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
460          460                        Malvern Shelf with Gold Bracket 80cm - Black         £6.00        1.8            homeware      7025841295333 2011-07-22  6f97474f-367c-4749-a9a2-e3249f2beb66  Still_avaliable  B7-9609975L
1555        1555                            Watermelon Bath Fizzer 130g - Sea Turtle         £1.00       0.13   health-and-beauty      1589078362184 2011-08-03  e4792861-6b19-4bd3-8af0-b10aa3cbd2d5  Still_avaliable  V7-9335560h
709          709                        Willow Lace Tie Top Voile 55 x 90" - Natural        £12.00       0.47            homeware       289916313910 2011-08-08  726395bb-7421-4249-af4c-760f6d9fcb79  Still_avaliable  H5-7289254E
1335        1335                            Gingerbread Cookie Scented Reed Diffuser         £5.00       0.39            homeware      3680778557783 2011-08-24  1f9fee25-4fb7-47ee-9781-f5e90fb4cc11  Still_avaliable  M2-5058408v
1707        1707                                    Bisto Gravy Granules 200g - Beef         £1.25        0.2      food-and-drink      5251392270242 2011-09-20  de1c2a92-3986-4516-9afb-6cb0e3eee598  Still_avaliable  j7-3222667u
867          867                        Heidi Vanity Set with Stool & Mirror - White        £50.00       12.3            homeware      2046782216411 2011-10-17  f688c866-97d4-4e21-867f-967f4925ee4e  Still_avaliable  M3-1572471N
138          138                               LEGO Technic Monster Jam Grave Digger        £13.99       0.39      toys-and-games      3747808963836 2011-10-18  9c8e0613-4cb6-4127-823d-1e4f8c7e3d0a  Still_avaliable  s7-8739998s
151          151                                        LEGO Minecraft The Pig House        £31.99      0.864      toys-and-games      6683186893440 2011-11-26  f06d2331-c282-4086-8abb-2da0c4532343  Still_avaliable  Q2-6153960F
1715        1715                                               Heinz Mayonnaise 395g         £1.25      0.395      food-and-drink      4856838937782 2011-12-11  15840b1a-374f-448a-a564-3dd02aaee0bf  Still_avaliable  P4-0909426e
1694        1694                                      Fray Bentos Steak & Gravy 425g         £1.89      0.425      food-and-drink       245993949909 2011-12-27  86771939-8ec7-42e2-a59e-87beac648bab  Still_avaliable  K6-1868686c
1069        1069                                           Eve Floral Velvet Cushion        £10.00       0.14            homeware      1921628419403 2012-01-08  0eb803a8-6d94-4736-aca9-bee4deb7149c  Still_avaliable  C1-1825423e
1265        1265                           Silentnight Just Like Down Duvet - Double        £30.00       2.77            homeware      9707161358551 2012-03-03  d0cdd943-524d-4950-a821-577e1b9ca9d6  Still_avaliable  j5-1949914D
167          167                                  LEGO Star Wars Dark Trooper Attack        £22.99       0.33      toys-and-games      5657515247168 2012-03-16  add8906a-12b5-4845-a871-8e7609a1088d  Still_avaliable   F0-948321I
1687        1687                                Fray Bentos Minced Beef & Onion 425g         £1.89      0.425      food-and-drink      1420750078040 2012-03-26  0e067456-59b8-42a4-8902-a736a81fdfb4  Still_avaliable  p0-9524523z
37            37                       Minecraft Caves & Cliffs Ender Dragon Playset        £19.99       0.79      toys-and-games      1864032030379 2012-03-28  688180c4-cda0-434d-972d-5684311bb906  Still_avaliable  J3-4488330L
1632        1632                                     Maynards Sports Mix Juices 130g         £1.00       0.13      food-and-drink      5924029308945 2012-04-04  3707ed7e-58bb-4112-8c1a-6c10121f2bab  Still_avaliable  c9-0503287k
1800        1800                        Batchelors Super Noodles 90g Chicken Flavour         £0.75       0.09      food-and-drink      7773960868661 2012-05-02  af62fabe-cb03-484b-b014-a900fb836ebf  Still_avaliable  A3-4293783p
857          857                                   Foldable Fairy Unicorn Moon Chair        £18.00        1.8            homeware      1799815900511 2012-05-05  6f090e83-949e-47e5-99e1-539ea3f0fec6  Still_avaliable   N1-450760G
1849        1849                           Goodmans Qi Wireless Charging Phone Stand        £15.00      0.134                 diy      9769724533935 2012-05-20  a7910f74-c2b6-4144-98b7-30ca68f34d2d  Still_avaliable  i3-8338545Z
1370        1370                                  Winston Check Sherpa Throw - White        £15.00       0.97            homeware      9898314665913 2012-05-31  ca749263-e7e2-403c-a71e-00c6816a3dbb  Still_avaliable  d2-3543652C
1648        1648                       Nestle Yorkie Biscuits 3pk - Raisin & Biscuit         £1.25      0.132      food-and-drink      9497636454337 2012-06-06  bf59809f-a3d7-4339-bfb2-e61bf6b7202a  Still_avaliable  q5-7733782U
357          357                    Doggie Delights Dog Treats 160g - Chicken Whirls         £2.00       0.16                pets      7335098581463 2012-06-29  de11b67c-e994-4a8c-bd00-92bed4c6a427  Still_avaliable  V5-1482697W
1267        1267                        Silentnight Extra Full 10.5 Tog Duvet - King        £30.00       2.15            homeware      6770834728527 2012-07-18  7d663573-b5a6-4aad-9ae1-cc3332bb5ae2  Still_avaliable  P0-4021587w
1786        1786                             Cadbury Dairy Milk Caramilk Buttons 90g         £1.25       0.09      food-and-drink      7912254749457 2012-07-25  de115041-0283-4554-812a-ccc5f24eca0f  Still_avaliable  W9-9001295L
387          387                      Whiskas Dentabites Cat Treats with Chicken 50g         £1.15       0.05                pets      3234205162127 2012-07-27  1a4394b9-bb9e-444b-b736-f674eec0aedf  Still_avaliable  T7-4222800v
56            56                                 Harry Potter Luminous Drawing Board        £14.99       1.08      toys-and-games      1895824042966 2012-09-12  d69f907b-4c4e-4ddd-addc-fe109a663588  Still_avaliable  h2-1192921e
360          360                                Scooby Snacks Choc Drops 200g - Milk         £1.69        0.2                pets      9220765237508 2012-10-14  f07b05c3-e864-436b-9873-6065888fc78e  Still_avaliable  b3-3519408z
256          256                       Brick by Brick Classic Figure Collection 40pk        £12.99      0.378      toys-and-games      5917953589832 2012-10-30  cb9120c2-6b7a-4ba8-9969-d9cc3363bf7e  Still_avaliable  i0-2421694z
1472        1472                               Winston Check Double Duvet Set - Navy        £20.00      1.365            homeware      5171864070241 2012-11-08  dc4f7fd5-e866-4f4c-9620-56e2a3f4a5ea  Still_avaliable   W8-833205B
248          248                                                 Unicorn Sit n' Ride        £12.99       1.49      toys-and-games       387435365288 2012-12-08  68fe34ed-aa29-4d23-9047-c0aa4176e1d0  Still_avaliable  K6-5661200N
843          843                              Lydia Barstool - Grey with Silver Base        £70.00        7.3            homeware      1585258994817 2013-02-10  1a0ed0a9-02e4-4aa4-8aae-c4e9ceaa4ff1          Removed  N1-0704643I
241          241                                        Light Up Secret Hideout Tent        £22.00        1.8      toys-and-games      4322960263162 2013-03-08  24240361-a2d3-4e8c-b3d1-5e13ada00613  Still_avaliable  v9-5874895P
1675        1675                                              Kenco Rich Coffee 200g         £5.00        0.2      food-and-drink      4779990320073 2013-03-16  5869c164-6144-4f99-927d-d98ee4829344  Still_avaliable  T0-1811023f
3              3                            Tiffany's World Wildlife Park Adventures        £12.99       0.54      toys-and-games      1569790890899 2013-03-20  d55de422-8b98-47d6-9991-e4bc4c5c0cb0          Removed  D8-8421505n
1396        1396                                     Teddy Rug 60 x 110cm - Charcoal        £20.00       1.18            homeware      7449553522882 2013-03-25  b688ea45-ea21-48ee-9af7-96ae67652075          Removed  W0-7974437f
713          713                               Diamond Tufted Voile 55 x 90" - Cream        £10.00       0.41            homeware      8771426364565 2013-03-26  e158094c-77a9-46ca-a72d-688bca52331b  Still_avaliable  s0-1689349W
1653        1653                          Highland Classic Shortbread Selection 500g         £2.49        0.5      food-and-drink      4675749998862 2013-03-31  7e853f59-1774-4123-9c02-256ee51bae0b  Still_avaliable  z6-3144095b
729          729               Oakland Traditional Woven Grey Check Curtain 66 x 90"        £39.99       2.85            homeware      5518783775688 2013-04-08  7ac1f605-ffb1-470b-b41c-fbde4fb78af7  Still_avaliable  s5-5495618g
701          701                                 Xbox Controller Alarm Clock - Black        £20.00      0.126            homeware      9178822821637 2013-04-13  278ef90d-d74d-4f31-9522-992bbfee766b  Still_avaliable  Y7-9455342Y
60            60                                               Huntsman Ambush Rifle        £10.00       0.38      toys-and-games      8284111728141 2013-04-18  096526d2-cf21-4979-b3ba-f80cba59b6ff  Still_avaliable  k6-6272565F
745          745             Charcoal Jasmine Sparkle Velvet Eyelet Curtain 90 x 90"        £49.99        4.6            homeware      9120761333511 2013-04-22  7501d8a0-a183-4628-a35f-2a0cb80306bb  Still_avaliable  P8-7424348W
152          152                                      LEGO Lightyear XL-15 Spaceship        £39.99      0.667      toys-and-games      3068681898467 2013-06-08  cfd0fb11-9140-47f4-9528-b5a46823533c  Still_avaliable  z2-0776812G
615          615                                             Agate Style Tray - Pink         £2.50      0.052            homeware      4991582056140 2013-07-08  0799deed-5769-4c7b-9dc4-9f1bb5756839  Still_avaliable  X4-9961497r
87            87                                                 LEGO 1960 Vespa 125        £71.99       1.44      toys-and-games      2493493335175 2013-07-20  de9291ac-7366-403f-949c-bbc20a2b433c  Still_avaliable  H7-3096678F
1842        1842                                      Master Lock Locking Hasp 117mm         £6.99       0.18                 diy      1935379532359 2013-07-20  5ed13731-09ff-427e-98e2-5ce74fa7ed82  Still_avaliable  I9-1586074E
722          722                             Traditional Lace Voile 55 x 90" - White         £8.99        0.3            homeware      3748227465611 2013-08-04  df32bbc3-35a5-4e37-81ef-bb5819ea997e  Still_avaliable  M4-2477997x
7              7                                           Paw Patrol Walkie Talkies        £12.99       0.38      toys-and-games        58555395171 2013-08-13  797d133a-0989-4707-914d-7c043bcbbd86  Still_avaliable  q8-5387483Z
699          699                              Goodmans Wireless Charging Alarm Clock        £25.00      0.423            homeware      9575284870812 2013-08-28  20ff4f51-00f1-492f-81ae-72ff8e8c1039  Still_avaliable  m9-7819967h
1778        1778                                              Aero Caramel Melts 92g         £1.25      0.092      food-and-drink      1702049773189 2013-09-01  d58f6784-069f-4a17-b566-bd8790662b6b  Still_avaliable  a2-3788362V
1443        1443                                    Spaceways Undersink with Shelves        £25.00       11.5            homeware      1647513264742 2013-09-07  a64f49bb-14c8-4fe0-9d30-b5a3f28142b5  Still_avaliable  v6-2775255z
10            10                                       Disney Encanto Mirabel's Room        £24.99      1.478      toys-and-games      9821316839389 2013-09-20  baa31d12-ad99-4442-b663-bd8a525c1c7a  Still_avaliable   g5-411324A
86            86                               LEGO Star Wars The Mandalorian Helmet        £42.99       0.79      toys-and-games      8946377056450 2013-09-20  3b68765c-8fc5-4427-a78e-893a1d7e430c  Still_avaliable   t3-607663j
190          190                                             Zuru X-Shot Excel Xcess        £12.99       0.59      toys-and-games      5097971970390 2013-10-03  66c8d481-1786-4357-9035-26207de2ea8d  Still_avaliable  r7-4388649g
1547        1547                                   Bath Bar Fizzer 130g - Grapefruit         £1.49       0.13   health-and-beauty      9418949241247 2013-10-22  144ddaaf-66db-412b-a29c-fc698aec0426  Still_avaliable  U3-7362932P
346          346                                   Gusto Mini Steaks Dog Treats 130g         £2.19       0.13                pets      4687634266963 2013-10-23  d65b8088-25db-46aa-9c1e-14c3603767cc  Still_avaliable  H4-0321282m
520          520                                         Eden King Duvet Set - Green        £20.00       1.55            homeware       581221350360 2013-10-24  765e51e4-df65-4fa8-bfdf-5ff700bf700f  Still_avaliable  c4-6729575G
196          196                       Aston Martin Vintage Remote Control Car - Red        £25.00       1.25      toys-and-games      4341290705838 2013-11-07  104a49b6-83d2-4a17-a5fd-444936b1ed53  Still_avaliable  W7-0469077y
75            75                               Marvel Action Figures Collectors Pack        £29.99       0.76      toys-and-games      9639242021170 2013-11-11  0890509b-a210-4736-b269-9d09931a87d1  Still_avaliable  I7-3016291V
1235        1235                                              Dried Pampas in Sphere         £8.00      0.169            homeware      5581782839385 2013-12-03  0e04f921-6dcb-467a-91e0-4c42cffaeced  Still_avaliable  z3-5434668f
163          163                     LEGO Harry Potter Hogwarts Moment Defence Class        £23.49       0.36      toys-and-games      8608252808225 2013-12-10  d17f939e-3630-4209-8c3b-754d24bd2f16  Still_avaliable   t7-521122i
381          381                   Sheba Classics Ocean Selection in Terrine 8 x 85g         £3.49    8 x 85g                pets      5864355297349 2014-01-01  96f4d10f-1cb0-4898-b170-8dcd54c78f05  Still_avaliable  I3-7208040s
80            80                   Zuru Smashers Epic Dino Egg Collectibles Series 3        £16.99       0.79      toys-and-games      6878022271494 2014-01-04  6e41ecdf-f25d-4091-990f-7ab7c08ff1b2  Still_avaliable  A2-3147878s
42            42                                              Multifunction Keyboard        £45.00        4.0      toys-and-games      3776399175670 2014-01-06  fef2253c-528f-4459-a158-3c95614ca5ea  Still_avaliable  q5-6488109e
1612        1612                                      Skittles Giant Sour Pouch 141g         £1.00      0.141      food-and-drink       110596474830 2014-02-11  657862b1-0513-40d1-bb28-f586fef29a2f  Still_avaliable  Q9-2687893d
1798        1798                     Batchelors Super Noodles 90g Mild Curry Flavour         £0.75       0.09      food-and-drink      3247706284601 2014-02-21  6c24a2ae-ce8d-470f-ab28-b743456db0a6  Still_avaliable  Z0-5082470f
1805        1805                                    Veetee Dine In Basmati Rice 280g         £1.00       0.28      food-and-drink      5550107536094 2014-03-05  0ecdb601-5e28-4524-b0ca-ae71c0e272bc  Still_avaliable   U9-412268j
1567        1567                     Skin Techniques Gold Hydrogel Collagen Eye Mask         £1.00      0.004   health-and-beauty      7546886083032 2014-03-09  f45790f7-6b06-47b3-bc94-cb318dadeb18  Still_avaliable  l7-7559118A
551          551                                         Candle with Foliage - Green         £2.50       0.14            homeware      6421207960708 2014-03-15  8400f934-6d2e-44c2-8ab4-16834e9a03b5  Still_avaliable  N6-1906827n
850          850                               Karina Bailey Drinks Trolley - Silver        £25.00        5.4            homeware      8200037607889 2014-05-03  6c6d2c69-4f56-42bd-b683-8e02981df68a  Still_avaliable  G1-0285411W
1072        1072                           Waffle Faux Fur Cushion 48 x 48cm - Cream        £10.00       0.27            homeware      4819534374466 2014-05-06  3762a54f-a01a-4845-a385-7732c72090a5  Still_avaliable    Q0-55165E
1428        1428                                                    Seagrass Lantern         £8.00       0.58            homeware      4214556086791 2014-05-11  964c6ea5-ec43-4416-bfea-b6a79a9d7f45  Still_avaliable  N7-1399744U
300          300                               Pedigree Puppy Dog Food in Jelly 12pk         £4.49  12 x 100g                pets      5242405808651 2014-05-20  40963728-bdae-48f1-beec-7c6dd0225921  Still_avaliable  J4-5517838n
13            13                                              Tie-Dye Slime Mega Set        £12.99       0.66      toys-and-games      9526390929079 2014-05-20  44d36b71-477e-44f9-8dbc-e771a1bfbc11          Removed  t5-7763922W
1019        1019                                               Aspen Cushion - Black        £10.00      0.296            homeware      3945913364757 2014-06-23  a37de93b-0352-4e80-b44f-d7e8a3b6801e  Still_avaliable  s3-9968504t
1846        1846             UniBond RE-NEW Kitchen & Bathroom Sealant 100ml - White         £6.99        0.1                 diy      4998723380782 2014-06-30  6b43645d-9a6d-4961-ab0e-939a9879662e  Still_avaliable  V3-7914798Q
1585        1585                                          Cadbury Dairy Milk Bar 95g         £1.00      0.095      food-and-drink      6811148631940 2014-07-16  994c754c-5e77-4360-9c69-d2a9806766ce  Still_avaliable  i0-7061105g
1528        1528                          Luxury Faux Fur Rug 100 x 150cm - Charcoal        £45.00        2.4            homeware      4373186534178 2014-07-20  51a866dd-2481-4cfd-874d-56da1e72246d  Still_avaliable  w1-9464133S
273          273                               Play-Doh Create It Kit - Makin' Faces         £8.00      0.504  sports-and-leisure      9572850951760 2014-07-21  495437e6-84c7-404f-b92e-f8164f201665  Still_avaliable    C7-39386G
1356        1356                                           Green Twist Pillar Candle         £2.50       0.32            homeware      4316416562824 2014-07-24  0aec4203-ce91-4911-b86a-915d77f58072  Still_avaliable  D6-5786428B
61            61                                         Barbie Newborn Pups Playset        £21.99       0.44      toys-and-games      1646807637170 2014-07-26  1cb1fa69-2962-4b74-ac23-2eccf81f215f  Still_avaliable  z6-0868371r
1460        1460                          Kent Woven Blackout Panel 54 x 86" - Cream        £25.00       1.56            homeware      6343017049865 2014-08-08  f15261ab-dd40-48cf-96fa-2e8bfbc22a19  Still_avaliable  k6-8327581Q
1448        1448                                 Maine 3 Tier Corner Shelving - Grey        £12.00        2.4            homeware      4986031670886 2014-08-15  9082cc0b-1291-4e18-b7f9-4e2af99b380e  Still_avaliable  O6-0104982R
1077        1077                                      Aspen Faux Fur Cushion - Blush         £8.00       0.31            homeware      2053637423955 2014-09-12  b0ca95ca-71cc-4ae1-88ae-788c454eceb2  Still_avaliable  k5-1431429F
801          801                                 Microplush Rug 110 x 160cm - Silver        £25.00       1.47            homeware      5165118365009 2014-09-20  9f9cfac5-e705-4ca3-89fa-b577e8b59666  Still_avaliable   u2-078922q
513          513                                          Lara King Duvet Set - Sage        £25.00      1.675            homeware      3177721690715 2014-10-20  9b090a4c-098b-4421-a8c8-4d4f3fea86fc  Still_avaliable  P8-5893932r
1699        1699                                           Hertford Corned Beef 340g         £2.49       0.34      food-and-drink      2183873227809 2014-10-24  029e43a2-4405-46f7-9679-58e46e3176ae  Still_avaliable  D6-2902888H
1489        1489                   Goodmans Textured Kettle 1.7L - Black & Rose Gold        £22.00       0.89            homeware       119222974850 2014-11-23  a95b32b2-c95d-47b9-b49f-ca7c7e91852b  Still_avaliable  T2-8601417i
1647        1647                           Maryland Choc Chip Cookies Twin Pack 230g         £1.00       0.23      food-and-drink      9745810516433 2014-12-06  a5e7d12f-bd71-4227-bb75-7ed6bf97d247  Still_avaliable  Z9-4445101U
359          359                                    Cheese Bone Dog Chew 53g - Small         £2.99      0.053                pets      6554721311753 2014-12-17  9ee6038c-4df5-4ef8-bf02-51f9dce831a2  Still_avaliable  O5-3394745G
1811        1811                                 Batchelors Savoury Rice Chicken 90g         £0.69       0.09      food-and-drink      9716084188947 2014-12-17  3c8bab38-9d77-4566-b044-fe5ba2bd2d74  Still_avaliable  H9-0376582q
270          270                                   Hobby World Clear PVA Glue - Blue         £1.50      0.365  sports-and-leisure      1375838783142 2014-12-27  fe943e7f-274f-4c98-a200-ca0a2fab1a2b  Still_avaliable  u5-5744269p
169          169                                                          Magic Show         £6.99      0.468      toys-and-games      6246382549872 2015-01-05  53333739-195f-4216-bb33-a707a114b622  Still_avaliable  H9-4594365F
141          141                                             LEGO Minecraft Bee Farm        £15.99      0.365      toys-and-games      6813027797983 2015-02-14  4a10468f-d6b1-48d3-a66c-893cc475be81  Still_avaliable  C9-7995355z
1284        1284                        Elle Quilted Stitch Double Duvet Set - White        £25.00        1.3            homeware      9166190148531 2015-02-16  51bc4949-9193-4a23-833e-aaac0708fa1e  Still_avaliable  d8-1948056i
523          523                                Luna Waffle King Duvet Set - Natural        £20.00        2.1            homeware      6089600778209 2015-02-23  295b5b43-043d-4c4e-ae39-72f3c8b504dd  Still_avaliable  m7-9328690j
194          194                           McLaren 675LT Remote Control Car - Orange        £25.00       1.25      toys-and-games      6045651956706 2015-02-24  310d8b8a-4667-4202-bd4d-0c1e2a3aba71  Still_avaliable  V6-5604094m
59            59                                                       Viper Go Kart       £120.00       11.5      toys-and-games      3350992689187 2015-03-07  cb213c4e-78ef-4384-9b77-74414564fb4a  Still_avaliable  R8-9508754b
1679        1679                                Hot Chocolate Christmas Crackers 7pk         £4.00      0.105      food-and-drink      6983342897689 2015-03-25  45eea7ed-03b1-49b1-986c-65750e678c60  Still_avaliable  J1-6217025U
223          223                          Fisher-Price Click, Clack & Stack Gift Set        £12.99       0.43      toys-and-games      1050712861443 2015-04-07  d798ce9d-2997-4dc4-8906-9ad0fe52f3e8  Still_avaliable  V8-1435047W
217          217                                             Unicorn 3 Wheel Scooter        £15.00        3.0      toys-and-games      2399207374778 2015-04-19  26ed2508-2417-4a65-8bf7-fb28de54673b  Still_avaliable  C9-6501835k
653          653                                          Hanging Wicker Heart - Red         £2.50       0.08            homeware      4485597159663 2015-05-03  790091a5-ef82-4973-af3c-0ee00330ddd5  Still_avaliable  A4-5443400b
1619        1619                         Zed Candy Mixed Case Minis 50g - Mini Chews         £1.00       0.05      food-and-drink      6549564694088 2015-05-31  c0e42068-bfbd-4b7c-8237-ba42fd56ef0d  Still_avaliable  Q7-3009129B
231          231                                      Pop Up Sensory Tent with Light        £20.00        1.0      toys-and-games      4690920772802 2015-06-05  390a946a-6b1b-49c6-b74b-cefe3bbfabee  Still_avaliable  R3-2056057I
208          208                                       Mechanix Mech Motors - Combat        £12.99      0.718      toys-and-games      4644938654704 2015-06-20  6dfed817-4a97-48df-97d5-6576c1f27ee5          Removed   e4-316306B
1262        1262                                Artificial Grass in Black Rattan Pot         £4.00       0.48            homeware      1395359267198 2015-06-30  26fc14d6-ca1b-4828-b5d9-630d1d3f8347  Still_avaliable  X3-3454354s
579          579                                       Avesta Executive Office Chair        £80.00       16.7            homeware      8464723799184 2015-07-13  bb897c7c-c296-4ab1-b0d5-4b22e281ca0b  Still_avaliable  C8-2946597F
470          470                          Fleece Cable Knit Double Duvet Set - Cream        £30.00        1.9            homeware      9503203586513 2015-07-22  1b90f83e-3d2f-4e46-b109-f278cd7433c9  Still_avaliable  V9-3928885P
1455        1455                          Highland Woven Check Panel 54 x 86" - Mono        £20.00       1.09            homeware      8462676257898 2015-08-14  86b7939c-da8a-496f-b456-3f1b8b6d7e9c  Still_avaliable  Y8-7795025w
293          293                              Hobby World 2-in-1 Tabletop Art Centre        £12.99        1.1  sports-and-leisure      5802442124079 2015-10-05  ee69d791-0fa6-49ff-b816-ae628284415e  Still_avaliable   S1-288157O
1093        1093                                 Luella Faux Fur Trim Cushion - Navy         £8.00       0.63            homeware       347232886706 2015-10-10  ef9d3065-ca0f-4961-a25e-f3a320ca51bf  Still_avaliable  b2-2896392o
524          524                              Luna Waffle Double Duvet Set - Natural        £18.00       1.75            homeware      7902581734721 2015-10-14  7db9ab23-9945-4abb-9327-29ecce9bc237  Still_avaliable  z1-3713790d
380          380                                        Iams Cat Food - Chicken 800g         £4.69        0.8                pets      5924701342731 2015-10-18  ae66569f-abc6-488d-b368-96c9a4fbf520  Still_avaliable  f5-6735348f
633          633                                              Round Gold Mirror Tray         £8.00        0.8            homeware      3071167395916 2015-11-13  e5a28db0-f3c1-4413-b164-11d347702f04  Still_avaliable  r3-6095483y
1651        1651                      Fox's Fabulous Viennese Biscuit Selection 350g         £3.50       0.35      food-and-drink      5160068531139 2015-11-17  a50032a3-2049-4d30-85e6-d38e826dda5e  Still_avaliable  X6-6153233w
1664        1664                                               Jaffa Cakes Tube 500g         £3.00        0.5      food-and-drink       423174408265 2015-11-23  6e16f6df-a497-4c60-8b10-f1c1d93f664b  Still_avaliable  U5-1666545W
1830        1830                                   Home Essentials Anti Slip Rug Mat         £5.99       0.72                 diy      3156260588684 2015-11-27  79f7af8d-ec0a-4755-b899-19f9181686da  Still_avaliable  I7-7368624j
1223        1223                                          Pussy Willow in White Vase        £12.00        0.8            homeware      4863329876864 2015-11-29  2470a26a-81e4-4ce1-955e-66a4e7045939  Still_avaliable   q3-366554N
1303        1303                    Coco Mono Stripe Jacquard King Duvet Set - Black        £30.00       2.29            homeware      3784408699482 2015-12-03  052bc785-14f3-4987-b93b-95581aca86af  Still_avaliable  O4-1775145c
1799        1799                       Batchelors Super Noodles 90g BBQ Beef Flavour         £0.75       0.09      food-and-drink      1819879674804 2016-01-08  09e7ef82-f506-41e8-9ee9-db711fb26101  Still_avaliable  d4-2052165j
361          361                       Scooby Snacks Choc Drops 200g - Peanut Butter         £1.69        0.2                pets      2518747934147 2016-01-23  4ef37883-d7ea-4ff9-9e9b-a3d93f5511cd  Still_avaliable  b0-7066821h
139          139                                     LEGO Minecraft The Trading Post        £15.99       0.35      toys-and-games      6275527864600 2016-01-30  6da805e3-e9c9-4701-bf9b-aa5d01ae13cd  Still_avaliable  V4-9229868L
1348        1348                       Christmas Cracker Candle - Gingerbread Cookie         £2.50        0.3            homeware      8399710768099 2016-02-25  a88a8571-45b2-4cbb-8dcc-09013a8c035d  Still_avaliable  o3-3048518k
583          583                                             Hartley Executive Chair        £70.00      11.85            homeware      1578592794311 2016-02-26  b298853c-95ec-40dd-8998-724a5041bacd  Still_avaliable  E0-2842090v
1092        1092                                 Luella Faux Fur Trim Cushion - Teal         £8.00       0.63            homeware      4808952128409 2016-03-28  f5b23726-1646-4e84-96ad-e3c31c840a4b  Still_avaliable  y5-5809039W
555          555                                               Mushroom Trinket Tray         £2.00      0.155            homeware      6572394995544 2016-04-08  d31909dc-6b3c-4b5a-babe-6f9e66accc19  Still_avaliable  J3-4604260p
210          210                                                Monopoly Counterfeit        £12.00       0.92      toys-and-games      5692861219759 2016-04-28  e002b147-7d20-4d17-8d01-81d653c68e9b  Still_avaliable  M7-4935369U
362          362                           Pedigree Biscrok Original Dog Treats 500g         £1.39        0.5                pets      6374217855215 2016-05-10  dc004c6f-2cfe-4c11-81b7-adbe680878e0  Still_avaliable  v4-7218711A
1278        1278                        Jenson Woven Crinkle Double Duvet Set - Mono        £22.00       1.25            homeware      9850310343646 2016-06-11  dc73e308-bd56-4755-a231-ad4a476cf71c  Still_avaliable  R8-9028898p
1451        1451                                      Camille 3 Tier Corner Shelving         £5.00        1.8            homeware      8189687944790 2016-07-18  87da22ae-2cc8-4861-8604-366f1010ce94  Still_avaliable  d5-5148434h
219          219                                           Sit 'n' Ride Red & Yellow        £12.99      1.505      toys-and-games      4012037113550 2016-07-30  9c30f0d1-2bd8-4304-af92-5a2121af1435  Still_avaliable  K9-9648198s
742          742      Versailles Silver Crushed Velvet Fully Lined Curtains 66 x 72"        £40.00        2.9            homeware      6929390695341 2016-08-06  21ffc5f8-3e0d-4761-a674-5f36fb16bf5c  Still_avaliable  N5-3212297J
1339        1339                                           Gingerbread Wax Melts 8pk         £1.50      0.096            homeware      2332418399963 2016-08-14  f7a25d93-9d0f-4b8b-998e-c035cc67b064  Still_avaliable   f1-775685A
218          218                                                          Dog Hopper        £12.99        1.2      toys-and-games      7181885802262 2016-08-22  0fa9aef0-be88-4479-b190-8551e997e5a2  Still_avaliable  I8-3584516B
1590        1590                          Me to You Hot Chocolate Stirrer 30g - Milk         £1.00       0.03      food-and-drink      6136619290410 2016-09-01  8ccd0318-c161-47bf-a5ff-b2e8cfdac489  Still_avaliable  G7-9304227v
1851        1851                           Goodmans Qi Autosense In Car Phone Holder        £15.00      0.125                 diy      9195087467400 2016-09-20  efb472f1-8f00-448e-a874-9fa9812eeab5  Still_avaliable  A3-7619070S
1807        1807                         King Pot Noodle Original Curry Flavour 114g         £1.10      0.114      food-and-drink      9609620754808 2016-09-20  7dd45887-8ad5-4c5d-bdf3-94bd8064d221  Still_avaliable   K6-678521h
926          926                        Lush Paradise Mother & Baby Giraffe Ornament         £4.00      0.365            homeware      4227184183732 2016-10-01  b9935e0a-4678-4b85-84ed-a7d007dc8136  Still_avaliable  H2-2887752a
813          813                                        Norsk 5 Drawer Chest - White        £70.00       22.5            homeware      2565661253168 2016-10-01  1c4c6ba6-45ba-47c4-9cff-43e86d5a766b  Still_avaliable  o2-9923191p
145          145                                                Ultimate Glamour Kit        £12.99      0.726      toys-and-games      7985188210850 2016-10-02  410e261a-c9ce-4390-995e-abefda80db5d  Still_avaliable   v2-903142f
312          312                         Webbox Rufus Complete Worker With Beef 15kg         £9.49       15.0                pets      6794264304120 2016-10-03  a4450836-9203-44f8-accc-b53b89922ef8  Still_avaliable  W1-1875110m
90            90                                         X-Shot FaZe Respawn Blaster        £13.00       0.66      toys-and-games      9277855343779 2016-10-16  72c63266-d828-40ff-9b63-a30b866606f7  Still_avaliable  k3-5413910s
1843        1843                        Master Lock Excell Octagonal Shackle Padlock         £9.99      0.274                 diy       697355210972 2016-11-06  f69d9a41-a13b-4b34-9097-46f537dd49d6  Still_avaliable  p6-0629731k
254          254                                                   Scrabble Original        £13.99      0.809      toys-and-games      1833766949721 2016-11-22  c2b6c759-fcbd-4776-b69a-243a86f9d594  Still_avaliable  X2-9953964y
274          274                              Play-Doh Create It Kit - Makin' Shapes         £8.00      0.504  sports-and-leisure       941672274781 2016-11-29  59f34fc0-460f-49ac-8ca3-633874267416  Still_avaliable  D5-2996795t
341          341                                POW Buddies Ollie the Pig Pork Chews         £2.19       0.12                pets      4920883603050 2017-01-06  3319b649-e934-4ab2-b47a-acdd55213543  Still_avaliable  p4-0527078J
